# Language File – BACKEND
# RUSSIAN
# languages
"loading page nodes";
"ignoring";
"page already exists in this location";
"inserting";
"ERROR: an error occured inserting";
"Validating module directory";
"Module exists. Installing ...";
"Module installed";
"ERROR: Could not load module directory";
"ERROR: Invalid request";
"The install module command will install a module in the database if the module is installed properly.";
"Params: moduleName (string), label (string, optional)";
"The list command lists all of the available functions. Double click a function to open it.";
"ERROR: Could not create pages table.";
"pages table created OK.";
"ERROR: Could not create content_nodes table.";
"content_nodes table created OK.";
"There are no content pages to migrate.";
"pages have been migrated successfully.";
"The Update Database command will update your database from version 1.0.x to 1.5.x.";
"Params: none";
"ERROR: could not update content template references.";
"Content template references updated OK.";
"The Update Version 18 command will update your database from version 1.5 to 1.8";
"The Update Version 19 command will update your database from version 1.8 to 1.9";
"Unable to delete item - the item is empty!";
"Unable to cast type:";
"to type:";
"Unable to load content item";
"An error occurred uploading the file";
"This filetype is not allowed";
"Illegal file access attempt. Operation cancelled!";
"Method does not exist";
"Getter does not exist";
"Setter does not exist";
"Unable to load service for this module";
"Unable to set this protected property in Digitalus_Page";
"You are here";"Вы здесь"
"Headline";
"Main";
"Header";
"Footer";
"Sidebar";
"Submenu";
"More";
"Module";
# END
