# Language File – BACKEND
# RUSSIAN
"Verification code";"Код подтверждения (Verification code)"
"Tracking code";"Код отслеживания (Tracking code)"
"Update Google Settings";"Обновить настройки Google"
"The site sections is where you manage your site.";"Секции сайта – это то место, где вы управляете сайтом"
"Create new user";"Создать нового пользователя"
"Admin Users";"Администраторы"
"Open console";"Открыть консоль"
"User";"Пользователь"
"Create New User";"Создать нового пользователя"
"Credentials";"Пароль"
"Permissions";"Настройки доступа"
"If you have another user who already has the same permissions as this user you can copy that user's role.";"Если у вас есть другой пользователь с такими же настройками доступа как и у этого пользователя, вы можете скопировать роль этого пользователя"
"Update User";"Обновить пользователя"
"Email Address";"E-mail адрес"
"Admin Role";"Роль администратора"
"Current User";"Пользователь"
"Role";"Роль"
"Log Out";"Выйти"
"Select One";"Выберите один"
"Select a module";"Выбрать модуль"
"You are reading this page in";"Вы читаете эту страницу в"
"This page is also translated into";"Эта страница также переведена на"
"Digitalus CMS";"Digitalus CMS"
"You are here";"Вы здесь"
