# ----- layout -----
The following pages are the pages that you have recently created.;Ostatnio zostały stworzone następujące strony.
Create New Page;Stwórz nową stronę
To create a new page enter the title and select the section below.;Aby stworzyc nową stronę wprowadź tytuł i wybierz sekcję poniżej.
Enter the title;Wprowadź tytuł
To create a new page...;
Step 1: Select the parent section;
Parent Page;
Site Root;
Next >>;
Step 2: What type of page would you like to create?;
Select a type;
Step 3: Enter the name for your page;
Page Name;
Create Page;Stwórz stronę
Update Page;
Page Options;
Page Versions;
Edit Content;
Teaser:;
Edit Meta Data;
Page Head and Meta Data;
Filename:;
Meta Description:;
Meta Keywords:;
Search Tags:;
Properties;
Edit Page Properties;
Property;
Value;
Add a new property;
Remove;
Update properties;
Home Page;
404 Page;
Design;
Page Design;
Current design;
The design is not yet set for this page.;
Default;
This is the standard page.;
Open design;
Other designs;
Make current;
Move Page;
Click the new parent page for this page to move it.;
Current Version;
Available Versions;
Open Page;Otwórz stronę
Delete Page;Usuń stronę
Edit Options;Opcje edycji
Page Details;Szczegóły strony
Search and Meta Tags;Tagi meta i wyszukiwania
Main Content;Głowna treść
Intro Content;Zawartość wstępna (intro)
Additional Content;Dodatkowa zawartość
Image;Obraz
Advanced Options;Opcje zaawansowane
Page Title;Tytuł storny
Page URL;URL strony
Note that you can optionally add a page headline.  If you do not the CMS will use your page title as the headline.;Uwaga: Możesz opcjonalnie dodać nagłówek strony. Jeśli tego nie zrobisz system użyje nazwy strony jako nagłówka.
Headline (optional);Nagłówek (opcjonalny)
Intro Text;Tekst intro
Additional Content;Dodatkowa zawartość
Attached Image;Załączony obraz
Current Image;Aktualny obraz
Remove Image;Usuń obraz
Select an Image;Wybierz obraz
Open;
Open Menu;

# ----- admin navigation -----
Navigation;
Update Menu;
Navigation Options;
Main Menu;
click to toggle visibility;
Save Changes;

# ----- admin media -----
Media;
Media Options;
Media Root;
Media Manager;
Create New Folder;
Folder Name;
Create Folder;
Open Folder;
Current Folder;
Current folder contents;
Subfolders;
Full path;
Files;
Browse Folder;
Upload Media;
Upload Files;
Select the files to upload;
Create Subfolder;
Rename folder;
Rename Folder;
New Name;
You do not have any media files on the server;

# ----- admin_design -----
Design;Wygląd
Current Designs;
Create a new design;
Design details;
Design Name;
Design Notes;
Create Design;
This is the default site design;
Assets;
Step 1: Select Layout;
Layout;
Select One;
Step 2: Select Style Sheets;
Step 3: Design specific styles;
Update Design;
Design Options;Opcje wyglądu
Who Uses This?;
These are the pages that use this design:;

# ----- admin modules -----
My Modules;
CMS Modules;
Digitalus CMS uses a system of modules to add custom functionality to your site.;
Module Browser;
Sign up for newsletter;
Headline;
Tagline;
Content Above;
Select a module;
Select a module page;
Enter the recipients email;
Content below;

# ----- view helper -----
language;
You are reading this page in;
This page is also translated into;
